기관명,기관구분,주소,홈페이지,위도,경도
공생하우스,정신재활시설,제주특별자치도 제주시 아봉로449-10 ,www.gongsaeng.or.kr,33.4714745882135 ,126.5821288192000 
공정신건강의학과의원,의원,부산광역시 연제구 중앙대로 1033 9층 일부호 (연산동),,35.1809323092790 ,129.0771445956920 
공주노인정신건강의학과의원,의원,충청남도 공주시 봉정돌고개길 37 (봉정동),,36.4391276282549 ,127.0920234292690 
공주벧엘정신요양원,정신요양시설,충청남도 공주시 백제문화로 2015-20,www.btysw.or.kr,36.4492789829685 ,127.0991320524350 
공주시보건소,보건소,충청남도 공주시 봉황로 123,,36.4571174145938 ,127.1206564037000 
과천시보건소,보건소,경기도 과천시 관문로 69 ,,37.4302215701575 ,126.9867975273550 
곽병원,종합병원,대구광역시 중구 국채보상로 531 (수동),,35.8708319225878 ,128.5886770957550 
곽호순병원,병원,대구광역시 서구 통학로 31 (내당동),,35.8630598548117 ,128.5639406624820 
관악구 정신건강복지센터,기초정신건강복지센터,"서울특별시 관악구 관악로 145, 3동 4층",www.gwanakmaum.or.kr/,37.4782106746327 ,126.9515012441730 
관악구보건소,보건소,서울특별시 관악구 관악로 145,http://www.gwanak.go.kr/site/health/main.do,37.4782106746327 ,126.9515012441730 
관악좋은집,정신재활시설,"서울특별시 관악구 법원단지32길 5, 201호(신림동)",caf?.naver.com/positivehouse,37.4756915539728 ,126.9246943963070 
관저정신건강의학과의원,의원,대전광역시 서구 관저로 164 5층 (관저동),,36.2987317122445 ,127.3399858108140 
광교연세 정신건강의학과 의원,의원,경기도 수원시 영통구 센트럴타운로 106 402호 (이의동),,37.2927376213583 ,127.0501573965260 
광명성애병원,종합병원,"경기도 광명시 디지털로 36 (철산동, 광명성애병원)",,37.4736622838936 ,126.8713323678030 
광명시보건소,보건소,경기도 광명시 오리로 613 ,,37.4554109876685 ,126.8781638584070 
광명시자살예방센터,자살예방센터,경기도 광명시 오리로 613 광명시보건소 1층 11호,www.gspc.kr,37.4554109876685 ,126.8781638584070 
광명정신건강의학과의원,의원,"경기도 광명시 오리로 957 5층 (광명동, 누가빌딩)",,37.4784565844496 ,126.8567180798880 
광산구보건소,보건소,광주광역시 광산구 광산로 29번길 15 ,,35.1396474365046 ,126.7936442740800 
광양시 정신건강복지센터,기초정신건강복지센터,전라남도 광양시 광양읍 인덕로 1100,www.gwangyang.go.kr,34.9809767437071 ,127.5836229844520 
광양시보건소,보건소,전라남도 광양시 광양읍 인덕로 1100,,34.9809767437071 ,127.5836229844520 
광장정신건강의학과의원,의원,대구광역시 서구 달구벌대로 1733 (내당동),,35.8572131827046 ,128.5547301353970 
광주광역시 기초정신건강복지센터,기초정신건강복지센터,광주광역시 서구 운천로 172번길 32(상무금호보건지소 정신보건팀),www.haniemhc,35.1481814656476 ,126.8601043128550 
광주광역자살예방센터,자살예방센터,"광주광역시 동구 제봉로 27, 5층",www.gmhc.kr,35.1411424902216 ,126.9211497923060 
광주기독병원,종합병원,광주광역시 남구 양림로 37 (양림동),,35.1362325078132 ,126.9115030849870 
광주미래병원,병원,광주광역시 북구 두리봉길 59 (각화동),,35.1808322479369 ,126.9330246086530 
광주보훈병원,종합병원,광주광역시 광산구 첨단월봉로 99 (산월동),,35.2080493386187 ,126.8494943945740 
광주새생명보건센터,정신재활시설,광주광역시 동구 중흥로 197,www.gjw.or.kr/newlife/,35.1608203028187 ,126.9153135041950 
광주소망병원,병원,광주광역시 동구 천변좌로 700 (용산동),,35.1216639167668 ,126.9308699623320 
광주시립정신병원,공립,광주광역시 광산구 삼도로 84-3,,35.1627211348962 ,126.6677388671740 
광주시보건소,보건소,경기도 광주시 파발로 194 ,,37.4164309113198 ,127.2507218067480 
광주시청 건강정책과,보건소,광주광역시 서구 내방로 111 (치평동) ,,35.1600994105234 ,126.8514619252130 
광주정신건강의학과의원,의원,광주광역시 서구 상무대로 1071 (화정동),,35.1527532291979 ,126.8790924573850 
광주정신재활센터,정신재활시설,광주광역시 북구 서하로 240-18 2층,www.gjpsy.org,35.1863712673404 ,126.9072070305360 
광주제일병원,중독관리통합지원센터,광주광역시 남구 독립로 25-1,www.namguacc.or.kr,35.1359834510961 ,126.9013344800180 
광주제일병원,병원,"광주광역시 남구 회재로 1299 (백운동, 광주제일병원)",,35.1371380123872 ,126.9013416457300 
광주해피라이프,정신재활시설,광주광역시 서구 화운로 172,www.gjw.or.kr/kjhappylife,35.1542189324639 ,126.8770343526490 
광진 오사랑의집,정신재활시설,"서울특별시 광진구 긴고랑로 36길 57-11, 301호",www.gj-silver.co.kr/,37.5574058364273 ,127.0912294982740 
광진구보건소,보건소,서울특별시 광진구 자양로 117 ,,37.5385316143438 ,127.0819098263520 
광진구정신건강복지센터,기초정신건강복지센터,서울특별시 광진구 긴고랑로 110 중곡종합건강센터 4층,www.hopegj.or.kr,37.5593377255761 ,127.0870911923570 
광화문숲정신건강의학과의원,의원,서울특별시 종로구 종로3길 30 3층 (청진동),,37.5716465634037 ,126.9794560588670 
괴산군 정신건강복지센터,기초정신건강복지센터,충청북도 괴산군 괴산읍 읍내로2길 27-10,www.gsmhc.co.kr,36.8069030424382 ,127.7909356347400 
괴산군보건소,보건소,충청북도 괴산군 괴산읍 동진천길 43 ,,36.8079972256425 ,127.7966873065330 
구례군 정신건강복지센터,기초정신건강복지센터,전라남도 구례군 구례읍 동편제길30 ,www.gurye.go.kr/health,35.2159694811538 ,127.4617976387020 
구례군보건의료원,보건소,전라남도 구례군 구례읍 동편제길 30 ,,35.2159694811538 ,127.4617976387020 
구로구 정신건강복지센터,기초정신건강복지센터,서울특별시 구로구 새말로 60,www.grcmhc.or.kr,37.5032247869143 ,126.8866390835030 
구로구공동희망학교,정신재활시설,"서울특별시 구로구 구로중앙로18길 50, 2층",gcmh2013.com,37.4957655356585 ,126.8920198880180 
구로구보건소,보건소,서울특별시 구로구 구로중앙로 28길 66 ,,37.5001031095616 ,126.8893378262420 
구리시보건소,보건소,경기도 구리시 건원대로 34번길 84,,37.6047362502725 ,127.1450793546210 
구미시 구미보건소,보건소,경상북도 구미시 선산대로 111,,36.1399351420163 ,128.3459536585230 
구미시 선산보건소,보건소,경상북도 구미시 선산읍 선주로 121,,36.2441790368235 ,128.2999490751520 
구미시 정신건강복지센터,기초정신건강복지센터,경상북도 구미시 선산읍 선주로 121,https://www.gumi.go.kr/ssphc,36.2441790368235 ,128.2999490751520 
구월성모정신건강의학과의원,의원,"인천광역시 남동구 호구포로 818 퍼스트하임프라자 213,214호 (구월동)",,37.4553646686987 ,126.7196678348900 
구의연세정신건강의학과의원,의원,서울특별시 광진구 자양로 95 (자양동),,37.5362251419146 ,127.0832016740130 
구자섭정신건강의학과의원,의원,대구광역시 달서구 조암로 1 (월성동),,35.8256787399868 ,128.5297090902780 
구정신건강의학과의원,의원,대전광역시 서구 계룡로 599 MG한밭빌딩 4층 403호 (탄방동),,36.3412746380409 ,127.3901977190780 
국군강릉병원,국립,강원도 강릉시 주문진읍 동해대로 4371-34,,37.8688175028811 ,128.8309779960090 
국군강릉병원,병원,강원도 강릉시 주문진읍 동해대로 4371-34 4371,,,
국군고양병원,국립,경기도 고양시 덕양구 혜음로 215,,37.7193744002090 ,126.8980930480060 
국군고양병원,병원,경기도 고양시 덕양구 혜음로 215 (벽제동),,37.7193744002090 ,126.8980930480060 
국군구리병원,병원,"경기도 구리시 인창2로 177 (인창동, 국군구리병원)",,37.6100102846286 ,127.1197832456810 
국군대구병원,국립,경상북도 경산시 하양읍 대경로 425-41,,35.9012626200426 ,128.7881440009030 
국군대구병원,병원,경상북도 경산시 하양읍 대경로 425-41 425,,,
국군대전병원,국립,대전광역시 유성구 자운로 90,,,
국군대전병원,병원,대전광역시 유성구 자운로 90 90,,,
국군부산병원,병원,부산광역시 해운대구 세실로 186 (좌동),,,
국군부산병원,국립,부산광역시 해운대구 세실로 186번길,,,
국군수도병원,국립,경기도 성남시 분당구 새마을로 177번길 81,,,
국군수도병원,종합병원,경기도 성남시 분당구 새마을로177번길 81 (율동),,,
국군양주병원,국립,경기도 양주시 은현면 화합로 1133,,,
국군양주병원,병원,경기도 양주시 은현면 화합로 1133 (),,,
국군일동병원,국립,경기도 포천시 화현면 화동로 564,,37.9159757325703 ,127.3103593294480 
국군춘천병원,국립,강원도 춘천시 방고개길 57,,,
국군춘천병원,병원,강원도 춘천시 방고개길 57 (신동),,,
국군포천병원,병원,경기도 포천시 화현면 화동로 564 564,,,
국군함평병원,국립,전라남도 함평군 해보면 신해로 1027,,35.1845451374597 ,126.5896247511550 
국군함평병원,병원,전라남도 함평군 해보면 신해로 1027 (),,35.1845451374597 ,126.5896247511550 
국군홍천병원,국립,강원도 홍천군 두촌면 아홉사리로 43,,37.8042862656466 ,127.9966468733820 
국군홍천병원,병원,강원도 홍천군 두촌면 아홉사리로 53 53,,,
국립공주병원,국립,충청남도 공주시 고분티로 623-21,,36.4028864383348 ,127.1070660343390 
국립공주병원,광역정신건강복지센터,충청남도 홍성군 홍북면 충청남도대로 21,www.chmhc.or.kr,36.6626394002620 ,126.7699104271350 
국립공주병원,기초정신건강복지센터,충청남도 공주시 봉황로 123 1층,www.gjcmhc.com,36.4571174145938 ,127.1206564037000 
국립교통재활병원,국립,경기도 양평군 양평읍 중앙로 260,,37.4896806285930 ,127.5188319200290 
국립교통재활병원,병원,경기도 양평군 양평읍 중앙로 260 (),,37.4896806285930 ,127.5188319200290 
국립나주병원,국립,전라남도 나주시 산포면 세남로 1328-31,,35.0095083960446 ,126.8255988317710 
국립나주병원,기초정신건강복지센터,"광주광역시 광산구 상무대로 239-1, 3층",www.gsgmc.or.kr,35.1406225706742 ,126.7932460133250 
국립나주병원,기초정신건강복지센터,"광주광역시 남구 봉선로 1, 5층",www.adolesunrise.net,35.1329064682079 ,126.9024479088480 
국립나주병원,광역정신건강복지센터,전라남도 나주시 산포면 세남로 1328-31,www.061mind.or.kr,35.0095083960446 ,126.8255988317710 
국립나주병원,기초정신건강복지센터,전라남도 곡성군 곡성읍 곡성로,www.gsgmind.or.kr,35.2557917241262 ,127.2683746995170 
국립나주병원,기초정신건강복지센터,전라남도 나주시 건재로 211 1층,www.najumind.or.kr,35.0510550847640 ,126.7237507283200 
국립나주병원,기초정신건강복지센터,전라남도 장흥군 장흥읍 동교1길 13,,34.6770533463189 ,126.9069322574770 
국립부곡병원,국립,경상남도 창녕군 부곡면 부곡로 145,,35.4354126370084 ,128.6130534017720 
국립부곡병원,병원,경상남도 창녕군 부곡면 부곡로 145 (),,35.4354126370084 ,128.6130534017720 
국립암센터,국립,경기도 고양시 일산동구 일산로 323번지,,37.6632271940872 ,126.7833976586610 
국립암센터,종합병원,경기도 고양시 일산동구 일산로 323 (마두동),,37.6632271940872 ,126.7833976586610 
국립재활원,병원,서울특별시 강북구 삼각산로 58 (수유동),,37.6386557049210 ,127.0102645906670 
국립정신건강센터,병원,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",www.ncmh.go.kr/ncmh/main.do,37.5650862337223 ,127.0857766417650 
국립정신건강센터,중독관리통합지원센터,서울특별시 강북구 삼양로 335-1 2층,www.gbalcohol.co.kr,37.6334143231979 ,127.0171552780470 
국립중앙의료원,기초정신건강복지센터,"서울특별시 강동구 성내로 45, 1층",www.happygd.co.kr/,37.5295419850552 ,127.1255855059760 
국립중앙의료원,국립,서울특별시 중구 을지로 245,,37.5677264605676 ,127.0054846019790 
국립중앙의료원,종합병원,서울특별시 중구 을지로 245 (을지로6가),,37.5677264605676 ,127.0054846019790 
국립춘천병원,국립,강원도 춘천시 동산면 영서로 824,,37.7714721481471 ,127.7667309532230 
국립춘천병원,병원,강원도 춘천시 동산면 영서로 824 824,,,
국립춘천병원,기초정신건강복지센터,강원도 홍천군 홍천읍 신장대로5 홍천군건강증진센터 2층,www.hongcheon.gangwon.kr/mental,37.6902218742468 ,127.8772937235000 
국민건강보험공단 일산병원,기초정신건강복지센터,경기도 고양시 덕양구 고양시청로 13-6 현대빌딩 2층,www.goyangmaum.org,37.6569672416944 ,126.8321420829470 
국민건강보험공단 일산병원,공립,경기도 고양시 일산동구 일산로 100,,37.6454753592134 ,126.7930401966180 
국민건강보험공단일산병원,종합병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",,37.6454753592134 ,126.7930401966180 
군산시보건소,보건소,전라북도 군산시 수송동로 58 ,,35.9647300274161 ,126.7201789352490 
군산의료원,중독관리통합지원센터,전라북도 군산시 백마길16,www.gunsanacc.org,35.9448078485591 ,126.8098789649720 
군위군보건소,보건소,경상북도 군위군 군위읍 군청로 70,,36.2295200273742 ,128.5698713096220 
군포시보건소,보건소,경기도 군포시 군포로 221 ,,37.3330480256140 ,126.9254148644490 
굿모닝내과병원,병원,경상남도 창원시 의창구 사화로 6 (팔용동),,35.2572596348733 ,128.6086411997720 
굿모닝정신건강의학과의원,의원,"충청남도 천안시 동남구 만남로 9 2층 214호 (신부동, 더샵오피스텔)",,36.8191822529134 ,127.1530166916920 
